Features;NSHAP-Value
sex:male,chf:No,chronic.kidney.disease:No,copd:No;-0.0001
sex:male,chf:No,chronic.kidney.disease:No,dementia:No;False
sex:male,chf:No,chronic.kidney.disease:No,cancer:No;-0.0001
sex:male,chf:No,asthma:No,copd:No;-0.0001
sex:male,chf:No,asthma:No,dementia:No;-0.0002
sex:male,chf:No,asthma:No,cancer:No;-0.0001
sex:male,chf:No,copd:No,dementia:No;-0.0001
sex:male,chf:No,copd:No,cancer:No;-0.0001
sex:male,chf:No,dementia:No,cancer:No;False
sex:male,cerebrovascular.disease:No,hepatitis:No,endstage:55.00.renal.disease;False
sex:male,cerebrovascular.disease:No,hepatitis:No,chronic.kidney.disease:No;False
sex:male,cerebrovascular.disease:No,hepatitis:No,asthma:No;False
sex:male,cerebrovascular.disease:No,hepatitis:No,copd:No;False
sex:male,cerebrovascular.disease:No,hepatitis:No,dementia:No;False
sex:male,cerebrovascular.disease:No,hepatitis:No,cancer:No;False
sex:male,cerebrovascular.disease:No,endstage:55.00.renal.disease,chronic.kidney.disease:No;False
sex:male,cerebrovascular.disease:No,endstage:55.00.renal.disease,asthma:No;False
sex:male,cerebrovascular.disease:No,endstage:55.00.renal.disease,copd:No;False
sex:male,cerebrovascular.disease:No,endstage:55.00.renal.disease,dementia:No;False
sex:male,cerebrovascular.disease:No,endstage:55.00.renal.disease,cancer:No;False
sex:male,cerebrovascular.disease:No,chronic.kidney.disease:No,asthma:No;False
sex:male,cerebrovascular.disease:No,chronic.kidney.disease:No,copd:No;False
sex:male,cerebrovascular.disease:No,chronic.kidney.disease:No,dementia:No;False
sex:male,cerebrovascular.disease:No,chronic.kidney.disease:No,cancer:No;False
sex:male,cerebrovascular.disease:No,asthma:No,copd:No;-0.0001
sex:male,cerebrovascular.disease:No,asthma:No,dementia:No;False
sex:male,cerebrovascular.disease:No,asthma:No,cancer:No;False
sex:male,cerebrovascular.disease:No,copd:No,dementia:No;False
sex:male,cerebrovascular.disease:No,copd:No,cancer:No;False
sex:male,cerebrovascular.disease:No,dementia:No,cancer:No;False
sex:male,hepatitis:No,endstage:55.00.renal.disease,chronic.kidney.disease:No;False
sex:male,hepatitis:No,endstage:55.00.renal.disease,asthma:No;False
sex:male,hepatitis:No,endstage:55.00.renal.disease,copd:No;False
sex:male,hepatitis:No,endstage:55.00.renal.disease,dementia:No;False
sex:male,hepatitis:No,endstage:55.00.renal.disease,cancer:No;False
sex:male,hepatitis:No,chronic.kidney.disease:No,asthma:No;False
sex:male,hepatitis:No,chronic.kidney.disease:No,copd:No;False
sex:male,hepatitis:No,chronic.kidney.disease:No,dementia:No;False
sex:male,hepatitis:No,chronic.kidney.disease:No,cancer:No;False
sex:male,hepatitis:No,asthma:No,copd:No;False
sex:male,hepatitis:No,asthma:No,dementia:No;False
sex:male,hepatitis:No,asthma:No,cancer:No;False
sex:male,hepatitis:No,copd:No,dementia:No;False
sex:male,hepatitis:No,copd:No,cancer:No;False
sex:male,hepatitis:No,dementia:No,cancer:No;False
sex:male,endstage:55.00.renal.disease,chronic.kidney.disease:No,asthma:No;False
sex:male,endstage:55.00.renal.disease,chronic.kidney.disease:No,copd:No;False
sex:male,endstage:55.00.renal.disease,chronic.kidney.disease:No,dementia:No;False
sex:male,endstage:55.00.renal.disease,chronic.kidney.disease:No,cancer:No;False
sex:male,endstage:55.00.renal.disease,asthma:No,copd:No;False
sex:male,endstage:55.00.renal.disease,asthma:No,dementia:No;False
sex:male,endstage:55.00.renal.disease,asthma:No,cancer:No;False
sex:male,endstage:55.00.renal.disease,copd:No,dementia:No;False
sex:male,endstage:55.00.renal.disease,copd:No,cancer:No;False
sex:male,endstage:55.00.renal.disease,dementia:No,cancer:No;False
sex:male,chronic.kidney.disease:No,asthma:No,copd:No;-0.0001
sex:male,chronic.kidney.disease:No,asthma:No,dementia:No;False
sex:male,chronic.kidney.disease:No,asthma:No,cancer:No;False
sex:male,chronic.kidney.disease:No,copd:No,dementia:No;False
sex:male,chronic.kidney.disease:No,copd:No,cancer:No;False
sex:male,chronic.kidney.disease:No,dementia:No,cancer:No;False
sex:male,asthma:No,copd:No,dementia:No;False
sex:male,asthma:No,copd:No,cancer:No;False
sex:male,asthma:No,dementia:No,cancer:No;False
sex:male,copd:No,dementia:No,cancer:No;False
hypertension:Yes,hyperlipidemia:No,diabetes:Yes,coronary.artery.disease:No;0.0001
hypertension:Yes,hyperlipidemia:No,diabetes:Yes,chf:No;-0.0001
hypertension:Yes,hyperlipidemia:No,diabetes:Yes,cerebrovascular.disease:No;0.0002
hypertension:Yes,hyperlipidemia:No,diabetes:Yes,hepatitis:No;False
hypertension:Yes,hyperlipidemia:No,diabetes:Yes,endstage:55.00.renal.disease;False
hypertension:Yes,hyperlipidemia:No,diabetes:Yes,chronic.kidney.disease:No;False
hypertension:Yes,hyperlipidemia:No,diabetes:Yes,asthma:No;-0.0002
hypertension:Yes,hyperlipidemia:No,diabetes:Yes,copd:No;0.0001
hypertension:Yes,hyperlipidemia:No,diabetes:Yes,dementia:No;False
hypertension:Yes,hyperlipidemia:No,diabetes:Yes,cancer:No;False
hypertension:Yes,hyperlipidemia:No,coronary.artery.disease:No,chf:No;-0.0005
hypertension:Yes,hyperlipidemia:No,coronary.artery.disease:No,cerebrovascular.disease:No;0.0001
hypertension:Yes,hyperlipidemia:No,coronary.artery.disease:No,hepatitis:No;False
hypertension:Yes,hyperlipidemia:No,coronary.artery.disease:No,endstage:55.00.renal.disease;0.0001
hypertension:Yes,hyperlipidemia:No,coronary.artery.disease:No,chronic.kidney.disease:No;0.0002
hypertension:Yes,hyperlipidemia:No,coronary.artery.disease:No,asthma:No;0.0001
hypertension:Yes,hyperlipidemia:No,coronary.artery.disease:No,copd:No;0.0002
hypertension:Yes,hyperlipidemia:No,coronary.artery.disease:No,dementia:No;False
hypertension:Yes,hyperlipidemia:No,coronary.artery.disease:No,cancer:No;0.0001
hypertension:Yes,hyperlipidemia:No,chf:No,cerebrovascular.disease:No;False
hypertension:Yes,hyperlipidemia:No,chf:No,hepatitis:No;False
hypertension:Yes,hyperlipidemia:No,chf:No,endstage:55.00.renal.disease;False
hypertension:Yes,hyperlipidemia:No,chf:No,chronic.kidney.disease:No;-0.0001
hypertension:Yes,hyperlipidemia:No,chf:No,asthma:No;False
hypertension:Yes,hyperlipidemia:No,chf:No,copd:No;False
hypertension:Yes,hyperlipidemia:No,chf:No,dementia:No;False
hypertension:Yes,hyperlipidemia:No,chf:No,cancer:No;False
hypertension:Yes,hyperlipidemia:No,cerebrovascular.disease:No,hepatitis:No;False
hypertension:Yes,hyperlipidemia:No,cerebrovascular.disease:No,endstage:55.00.renal.disease;False
hypertension:Yes,hyperlipidemia:No,cerebrovascular.disease:No,chronic.kidney.disease:No;False
hypertension:Yes,hyperlipidemia:No,cerebrovascular.disease:No,asthma:No;False
hypertension:Yes,hyperlipidemia:No,cerebrovascular.disease:No,copd:No;0.0001
hypertension:Yes,hyperlipidemia:No,cerebrovascular.disease:No,dementia:No;False
hypertension:Yes,hyperlipidemia:No,cerebrovascular.disease:No,cancer:No;False
hypertension:Yes,hyperlipidemia:No,hepatitis:No,endstage:55.00.renal.disease;False
hypertension:Yes,hyperlipidemia:No,hepatitis:No,chronic.kidney.disease:No;False
hypertension:Yes,hyperlipidemia:No,hepatitis:No,asthma:No;False
hypertension:Yes,hyperlipidemia:No,hepatitis:No,copd:No;False
hypertension:Yes,hyperlipidemia:No,hepatitis:No,dementia:No;False
hypertension:Yes,hyperlipidemia:No,hepatitis:No,cancer:No;False
hypertension:Yes,hyperlipidemia:No,endstage:55.00.renal.disease,chronic.kidney.disease:No;False
hypertension:Yes,hyperlipidemia:No,endstage:55.00.renal.disease,asthma:No;False
hypertension:Yes,hyperlipidemia:No,endstage:55.00.renal.disease,copd:No;False
hypertension:Yes,hyperlipidemia:No,endstage:55.00.renal.disease,dementia:No;False
hypertension:Yes,hyperlipidemia:No,endstage:55.00.renal.disease,cancer:No;False
hypertension:Yes,hyperlipidemia:No,chronic.kidney.disease:No,asthma:No;False
hypertension:Yes,hyperlipidemia:No,chronic.kidney.disease:No,copd:No;False
hypertension:Yes,hyperlipidemia:No,chronic.kidney.disease:No,dementia:No;False
hypertension:Yes,hyperlipidemia:No,chronic.kidney.disease:No,cancer:No;False
hypertension:Yes,hyperlipidemia:No,asthma:No,copd:No;False
hypertension:Yes,hyperlipidemia:No,asthma:No,dementia:No;False
hypertension:Yes,hyperlipidemia:No,asthma:No,cancer:No;False
hypertension:Yes,hyperlipidemia:No,copd:No,dementia:No;False
hypertension:Yes,hyperlipidemia:No,copd:No,cancer:No;0.0001
hypertension:Yes,hyperlipidemia:No,dementia:No,cancer:No;False
hypertension:Yes,diabetes:Yes,coronary.artery.disease:No,chf:No;-0.0001
hypertension:Yes,diabetes:Yes,coronary.artery.disease:No,cerebrovascular.disease:No;False
hypertension:Yes,diabetes:Yes,coronary.artery.disease:No,hepatitis:No;False
hypertension:Yes,diabetes:Yes,coronary.artery.disease:No,endstage:55.00.renal.disease;-0.0002
hypertension:Yes,diabetes:Yes,coronary.artery.disease:No,chronic.kidney.disease:No;0.0001
hypertension:Yes,diabetes:Yes,coronary.artery.disease:No,asthma:No;-0.0005
hypertension:Yes,diabetes:Yes,coronary.artery.disease:No,copd:No;False
hypertension:Yes,diabetes:Yes,coronary.artery.disease:No,dementia:No;-0.001
hypertension:Yes,diabetes:Yes,coronary.artery.disease:No,cancer:No;0.0002
hypertension:Yes,diabetes:Yes,chf:No,cerebrovascular.disease:No;0.0002
hypertension:Yes,diabetes:Yes,chf:No,hepatitis:No;False
hypertension:Yes,diabetes:Yes,chf:No,endstage:55.00.renal.disease;-0.0001
hypertension:Yes,diabetes:Yes,chf:No,chronic.kidney.disease:No;-0.0001
hypertension:Yes,diabetes:Yes,chf:No,asthma:No;False
hypertension:Yes,diabetes:Yes,chf:No,copd:No;False
hypertension:Yes,diabetes:Yes,chf:No,dementia:No;0.0001
hypertension:Yes,diabetes:Yes,chf:No,cancer:No;0.0003
hypertension:Yes,diabetes:Yes,cerebrovascular.disease:No,hepatitis:No;0.0001
hypertension:Yes,diabetes:Yes,cerebrovascular.disease:No,endstage:55.00.renal.disease;False
hypertension:Yes,diabetes:Yes,cerebrovascular.disease:No,chronic.kidney.disease:No;False
hypertension:Yes,diabetes:Yes,cerebrovascular.disease:No,asthma:No;False
hypertension:Yes,diabetes:Yes,cerebrovascular.disease:No,copd:No;0.0001
hypertension:Yes,diabetes:Yes,cerebrovascular.disease:No,dementia:No;0.0001
hypertension:Yes,diabetes:Yes,cerebrovascular.disease:No,cancer:No;0.0001
hypertension:Yes,diabetes:Yes,hepatitis:No,endstage:55.00.renal.disease;-0.0002
hypertension:Yes,diabetes:Yes,hepatitis:No,chronic.kidney.disease:No;False
hypertension:Yes,diabetes:Yes,hepatitis:No,asthma:No;False
hypertension:Yes,diabetes:Yes,hepatitis:No,copd:No;False
hypertension:Yes,diabetes:Yes,hepatitis:No,dementia:No;False
hypertension:Yes,diabetes:Yes,hepatitis:No,cancer:No;0.0001
hypertension:Yes,diabetes:Yes,endstage:55.00.renal.disease,chronic.kidney.disease:No;False
hypertension:Yes,diabetes:Yes,endstage:55.00.renal.disease,asthma:No;-0.0001
hypertension:Yes,diabetes:Yes,endstage:55.00.renal.disease,copd:No;False
hypertension:Yes,diabetes:Yes,endstage:55.00.renal.disease,dementia:No;False
hypertension:Yes,diabetes:Yes,endstage:55.00.renal.disease,cancer:No;False
hypertension:Yes,diabetes:Yes,chronic.kidney.disease:No,asthma:No;False
hypertension:Yes,diabetes:Yes,chronic.kidney.disease:No,copd:No;False
hypertension:Yes,diabetes:Yes,chronic.kidney.disease:No,dementia:No;False
hypertension:Yes,diabetes:Yes,chronic.kidney.disease:No,cancer:No;False
hypertension:Yes,diabetes:Yes,asthma:No,copd:No;False
hypertension:Yes,diabetes:Yes,asthma:No,dementia:No;False
hypertension:Yes,diabetes:Yes,asthma:No,cancer:No;False
hypertension:Yes,diabetes:Yes,copd:No,dementia:No;0.0001
hypertension:Yes,diabetes:Yes,copd:No,cancer:No;False
hypertension:Yes,diabetes:Yes,dementia:No,cancer:No;False
hypertension:Yes,coronary.artery.disease:No,chf:No,cerebrovascular.disease:No;False
hypertension:Yes,coronary.artery.disease:No,chf:No,hepatitis:No;False
hypertension:Yes,coronary.artery.disease:No,chf:No,endstage:55.00.renal.disease;False
hypertension:Yes,coronary.artery.disease:No,chf:No,chronic.kidney.disease:No;-0.0002
hypertension:Yes,coronary.artery.disease:No,chf:No,asthma:No;-0.0001
hypertension:Yes,coronary.artery.disease:No,chf:No,copd:No;0.0001
hypertension:Yes,coronary.artery.disease:No,chf:No,dementia:No;False
hypertension:Yes,coronary.artery.disease:No,chf:No,cancer:No;0.0001
hypertension:Yes,coronary.artery.disease:No,cerebrovascular.disease:No,hepatitis:No;False
hypertension:Yes,coronary.artery.disease:No,cerebrovascular.disease:No,endstage:55.00.renal.disease;False
hypertension:Yes,coronary.artery.disease:No,cerebrovascular.disease:No,chronic.kidney.disease:No;0.0001
hypertension:Yes,coronary.artery.disease:No,cerebrovascular.disease:No,asthma:No;False
hypertension:Yes,coronary.artery.disease:No,cerebrovascular.disease:No,copd:No;False
hypertension:Yes,coronary.artery.disease:No,cerebrovascular.disease:No,dementia:No;False
hypertension:Yes,coronary.artery.disease:No,cerebrovascular.disease:No,cancer:No;False
hypertension:Yes,coronary.artery.disease:No,hepatitis:No,endstage:55.00.renal.disease;False
hypertension:Yes,coronary.artery.disease:No,hepatitis:No,chronic.kidney.disease:No;False
hypertension:Yes,coronary.artery.disease:No,hepatitis:No,asthma:No;False
hypertension:Yes,coronary.artery.disease:No,hepatitis:No,copd:No;False
hypertension:Yes,coronary.artery.disease:No,hepatitis:No,dementia:No;False
hypertension:Yes,coronary.artery.disease:No,hepatitis:No,cancer:No;False
hypertension:Yes,coronary.artery.disease:No,endstage:55.00.renal.disease,chronic.kidney.disease:No;-0.0001
hypertension:Yes,coronary.artery.disease:No,endstage:55.00.renal.disease,asthma:No;False
hypertension:Yes,coronary.artery.disease:No,endstage:55.00.renal.disease,copd:No;False
hypertension:Yes,coronary.artery.disease:No,endstage:55.00.renal.disease,dementia:No;False
hypertension:Yes,coronary.artery.disease:No,endstage:55.00.renal.disease,cancer:No;False
hypertension:Yes,coronary.artery.disease:No,chronic.kidney.disease:No,asthma:No;0.0001
hypertension:Yes,coronary.artery.disease:No,chronic.kidney.disease:No,copd:No;0.0001
hypertension:Yes,coronary.artery.disease:No,chronic.kidney.disease:No,dementia:No;False
hypertension:Yes,coronary.artery.disease:No,chronic.kidney.disease:No,cancer:No;False
hypertension:Yes,coronary.artery.disease:No,asthma:No,copd:No;0.0001
hypertension:Yes,coronary.artery.disease:No,asthma:No,dementia:No;False
hypertension:Yes,coronary.artery.disease:No,asthma:No,cancer:No;False
hypertension:Yes,coronary.artery.disease:No,copd:No,dementia:No;False
hypertension:Yes,coronary.artery.disease:No,copd:No,cancer:No;False
hypertension:Yes,coronary.artery.disease:No,dementia:No,cancer:No;False
hypertension:Yes,chf:No,cerebrovascular.disease:No,hepatitis:No;False
hypertension:Yes,chf:No,cerebrovascular.disease:No,endstage:55.00.renal.disease;False
hypertension:Yes,chf:No,cerebrovascular.disease:No,chronic.kidney.disease:No;False
hypertension:Yes,chf:No,cerebrovascular.disease:No,asthma:No;False
hypertension:Yes,chf:No,cerebrovascular.disease:No,copd:No;False
hypertension:Yes,chf:No,cerebrovascular.disease:No,dementia:No;False
hypertension:Yes,chf:No,cerebrovascular.disease:No,cancer:No;False
hypertension:Yes,chf:No,hepatitis:No,endstage:55.00.renal.disease;False
hypertension:Yes,chf:No,hepatitis:No,chronic.kidney.disease:No;False
hypertension:Yes,chf:No,hepatitis:No,asthma:No;False
hypertension:Yes,chf:No,hepatitis:No,copd:No;False
hypertension:Yes,chf:No,hepatitis:No,dementia:No;False
hypertension:Yes,chf:No,hepatitis:No,cancer:No;False
hypertension:Yes,chf:No,endstage:55.00.renal.disease,chronic.kidney.disease:No;False
hypertension:Yes,chf:No,endstage:55.00.renal.disease,asthma:No;False
hypertension:Yes,chf:No,endstage:55.00.renal.disease,copd:No;False
hypertension:Yes,chf:No,endstage:55.00.renal.disease,dementia:No;False
hypertension:Yes,chf:No,endstage:55.00.renal.disease,cancer:No;False
hypertension:Yes,chf:No,chronic.kidney.disease:No,asthma:No;False
hypertension:Yes,chf:No,chronic.kidney.disease:No,copd:No;False
hypertension:Yes,chf:No,chronic.kidney.disease:No,dementia:No;False
hypertension:Yes,chf:No,chronic.kidney.disease:No,cancer:No;False
hypertension:Yes,chf:No,asthma:No,copd:No;False
hypertension:Yes,chf:No,asthma:No,dementia:No;False
hypertension:Yes,chf:No,asthma:No,cancer:No;False
hypertension:Yes,chf:No,copd:No,dementia:No;False
hypertension:Yes,chf:No,copd:No,cancer:No;0.0001
hypertension:Yes,chf:No,dementia:No,cancer:No;-0.0001
hypertension:Yes,cerebrovascular.disease:No,hepatitis:No,endstage:55.00.renal.disease;False
hypertension:Yes,cerebrovascular.disease:No,hepatitis:No,chronic.kidney.disease:No;False
hypertension:Yes,cerebrovascular.disease:No,hepatitis:No,asthma:No;False
hypertension:Yes,cerebrovascular.disease:No,hepatitis:No,copd:No;False
hypertension:Yes,cerebrovascular.disease:No,hepatitis:No,dementia:No;False
hypertension:Yes,cerebrovascular.disease:No,hepatitis:No,cancer:No;False
hypertension:Yes,cerebrovascular.disease:No,endstage:55.00.renal.disease,chronic.kidney.disease:No;False
hypertension:Yes,cerebrovascular.disease:No,endstage:55.00.renal.disease,asthma:No;False
hypertension:Yes,cerebrovascular.disease:No,endstage:55.00.renal.disease,copd:No;False
hypertension:Yes,cerebrovascular.disease:No,endstage:55.00.renal.disease,dementia:No;False
hypertension:Yes,cerebrovascular.disease:No,endstage:55.00.renal.disease,cancer:No;False
hypertension:Yes,cerebrovascular.disease:No,chronic.kidney.disease:No,asthma:No;False
hypertension:Yes,cerebrovascular.disease:No,chronic.kidney.disease:No,copd:No;False
hypertension:Yes,cerebrovascular.disease:No,chronic.kidney.disease:No,dementia:No;False
hypertension:Yes,cerebrovascular.disease:No,chronic.kidney.disease:No,cancer:No;False
hypertension:Yes,cerebrovascular.disease:No,asthma:No,copd:No;False
hypertension:Yes,cerebrovascular.disease:No,asthma:No,dementia:No;False
hypertension:Yes,cerebrovascular.disease:No,asthma:No,cancer:No;False
hypertension:Yes,cerebrovascular.disease:No,copd:No,dementia:No;False
hypertension:Yes,cerebrovascular.disease:No,copd:No,cancer:No;False
hypertension:Yes,cerebrovascular.disease:No,dementia:No,cancer:No;False
hypertension:Yes,hepatitis:No,endstage:55.00.renal.disease,chronic.kidney.disease:No;False
hypertension:Yes,hepatitis:No,endstage:55.00.renal.disease,asthma:No;False
hypertension:Yes,hepatitis:No,endstage:55.00.renal.disease,copd:No;False
hypertension:Yes,hepatitis:No,endstage:55.00.renal.disease,dementia:No;False
hypertension:Yes,hepatitis:No,endstage:55.00.renal.disease,cancer:No;False
hypertension:Yes,hepatitis:No,chronic.kidney.disease:No,asthma:No;False
hypertension:Yes,hepatitis:No,chronic.kidney.disease:No,copd:No;False
hypertension:Yes,hepatitis:No,chronic.kidney.disease:No,dementia:No;False
hypertension:Yes,hepatitis:No,chronic.kidney.disease:No,cancer:No;False
hypertension:Yes,hepatitis:No,asthma:No,copd:No;False
hypertension:Yes,hepatitis:No,asthma:No,dementia:No;False
hypertension:Yes,hepatitis:No,asthma:No,cancer:No;False
hypertension:Yes,hepatitis:No,copd:No,dementia:No;False
hypertension:Yes,hepatitis:No,copd:No,cancer:No;False
hypertension:Yes,hepatitis:No,dementia:No,cancer:No;False
hypertension:Yes,endstage:55.00.renal.disease,chronic.kidney.disease:No,asthma:No;False
hypertension:Yes,endstage:55.00.renal.disease,chronic.kidney.disease:No,copd:No;False
hypertension:Yes,endstage:55.00.renal.disease,chronic.kidney.disease:No,dementia:No;False
hypertension:Yes,endstage:55.00.renal.disease,chronic.kidney.disease:No,cancer:No;False
hypertension:Yes,endstage:55.00.renal.disease,asthma:No,copd:No;False
hypertension:Yes,endstage:55.00.renal.disease,asthma:No,dementia:No;False
hypertension:Yes,endstage:55.00.renal.disease,asthma:No,cancer:No;False
hypertension:Yes,endstage:55.00.renal.disease,copd:No,dementia:No;False
hypertension:Yes,endstage:55.00.renal.disease,copd:No,cancer:No;False
hypertension:Yes,endstage:55.00.renal.disease,dementia:No,cancer:No;False
hypertension:Yes,chronic.kidney.disease:No,asthma:No,copd:No;False
hypertension:Yes,chronic.kidney.disease:No,asthma:No,dementia:No;False
hypertension:Yes,chronic.kidney.disease:No,asthma:No,cancer:No;False
hypertension:Yes,chronic.kidney.disease:No,copd:No,dementia:No;False
hypertension:Yes,chronic.kidney.disease:No,copd:No,cancer:No;False
hypertension:Yes,chronic.kidney.disease:No,dementia:No,cancer:No;False
hypertension:Yes,asthma:No,copd:No,dementia:No;False
hypertension:Yes,asthma:No,copd:No,cancer:No;0.0001
hypertension:Yes,asthma:No,dementia:No,cancer:No;False
hypertension:Yes,copd:No,dementia:No,cancer:No;False
hyperlipidemia:No,diabetes:Yes,coronary.artery.disease:No,chf:No;-0.0019
hyperlipidemia:No,diabetes:Yes,coronary.artery.disease:No,cerebrovascular.disease:No;0.0005
hyperlipidemia:No,diabetes:Yes,coronary.artery.disease:No,hepatitis:No;False
hyperlipidemia:No,diabetes:Yes,coronary.artery.disease:No,endstage:55.00.renal.disease;0.0001
hyperlipidemia:No,diabetes:Yes,coronary.artery.disease:No,chronic.kidney.disease:No;0.0003
hyperlipidemia:No,diabetes:Yes,coronary.artery.disease:No,asthma:No;0.0003
hyperlipidemia:No,diabetes:Yes,coronary.artery.disease:No,copd:No;0.0002
hyperlipidemia:No,diabetes:Yes,coronary.artery.disease:No,dementia:No;0.0005
hyperlipidemia:No,diabetes:Yes,coronary.artery.disease:No,cancer:No;-0.0005
hyperlipidemia:No,diabetes:Yes,chf:No,cerebrovascular.disease:No;0.0001
hyperlipidemia:No,diabetes:Yes,chf:No,hepatitis:No;False
hyperlipidemia:No,diabetes:Yes,chf:No,endstage:55.00.renal.disease;-0.0001
hyperlipidemia:No,diabetes:Yes,chf:No,chronic.kidney.disease:No;-0.0001
hyperlipidemia:No,diabetes:Yes,chf:No,asthma:No;0.0001
hyperlipidemia:No,diabetes:Yes,chf:No,copd:No;0.0002
hyperlipidemia:No,diabetes:Yes,chf:No,dementia:No;False
hyperlipidemia:No,diabetes:Yes,chf:No,cancer:No;-0.0001
hyperlipidemia:No,diabetes:Yes,cerebrovascular.disease:No,hepatitis:No;False
hyperlipidemia:No,diabetes:Yes,cerebrovascular.disease:No,endstage:55.00.renal.disease;False
hyperlipidemia:No,diabetes:Yes,cerebrovascular.disease:No,chronic.kidney.disease:No;False
hyperlipidemia:No,diabetes:Yes,cerebrovascular.disease:No,asthma:No;False
hyperlipidemia:No,diabetes:Yes,cerebrovascular.disease:No,copd:No;False
hyperlipidemia:No,diabetes:Yes,cerebrovascular.disease:No,dementia:No;-0.0002
hyperlipidemia:No,diabetes:Yes,cerebrovascular.disease:No,cancer:No;False
hyperlipidemia:No,diabetes:Yes,hepatitis:No,endstage:55.00.renal.disease;False
hyperlipidemia:No,diabetes:Yes,hepatitis:No,chronic.kidney.disease:No;False
hyperlipidemia:No,diabetes:Yes,hepatitis:No,asthma:No;False
hyperlipidemia:No,diabetes:Yes,hepatitis:No,copd:No;False
hyperlipidemia:No,diabetes:Yes,hepatitis:No,dementia:No;False
hyperlipidemia:No,diabetes:Yes,hepatitis:No,cancer:No;-0.0001
hyperlipidemia:No,diabetes:Yes,endstage:55.00.renal.disease,chronic.kidney.disease:No;False
hyperlipidemia:No,diabetes:Yes,endstage:55.00.renal.disease,asthma:No;False
hyperlipidemia:No,diabetes:Yes,endstage:55.00.renal.disease,copd:No;-0.0001
hyperlipidemia:No,diabetes:Yes,endstage:55.00.renal.disease,dementia:No;False
hyperlipidemia:No,diabetes:Yes,endstage:55.00.renal.disease,cancer:No;False
hyperlipidemia:No,diabetes:Yes,chronic.kidney.disease:No,asthma:No;False
hyperlipidemia:No,diabetes:Yes,chronic.kidney.disease:No,copd:No;False
hyperlipidemia:No,diabetes:Yes,chronic.kidney.disease:No,dementia:No;-0.0001
hyperlipidemia:No,diabetes:Yes,chronic.kidney.disease:No,cancer:No;-0.0001
hyperlipidemia:No,diabetes:Yes,asthma:No,copd:No;0.0001
hyperlipidemia:No,diabetes:Yes,asthma:No,dementia:No;False
hyperlipidemia:No,diabetes:Yes,asthma:No,cancer:No;False
hyperlipidemia:No,diabetes:Yes,copd:No,dementia:No;False
hyperlipidemia:No,diabetes:Yes,copd:No,cancer:No;-0.0002
hyperlipidemia:No,diabetes:Yes,dementia:No,cancer:No;-0.0001
hyperlipidemia:No,coronary.artery.disease:No,chf:No,cerebrovascular.disease:No;0.0002
hyperlipidemia:No,coronary.artery.disease:No,chf:No,hepatitis:No;-0.0001
hyperlipidemia:No,coronary.artery.disease:No,chf:No,endstage:55.00.renal.disease;0.0002
hyperlipidemia:No,coronary.artery.disease:No,chf:No,chronic.kidney.disease:No;0.0006
hyperlipidemia:No,coronary.artery.disease:No,chf:No,asthma:No;False
hyperlipidemia:No,coronary.artery.disease:No,chf:No,copd:No;False
hyperlipidemia:No,coronary.artery.disease:No,chf:No,dementia:No;0.0004
hyperlipidemia:No,coronary.artery.disease:No,chf:No,cancer:No;0.0005
hyperlipidemia:No,coronary.artery.disease:No,cerebrovascular.disease:No,hepatitis:No;False
hyperlipidemia:No,coronary.artery.disease:No,cerebrovascular.disease:No,endstage:55.00.renal.disease;False
hyperlipidemia:No,coronary.artery.disease:No,cerebrovascular.disease:No,chronic.kidney.disease:No;0.0003
hyperlipidemia:No,coronary.artery.disease:No,cerebrovascular.disease:No,asthma:No;False
hyperlipidemia:No,coronary.artery.disease:No,cerebrovascular.disease:No,copd:No;0.0001
hyperlipidemia:No,coronary.artery.disease:No,cerebrovascular.disease:No,dementia:No;False
hyperlipidemia:No,coronary.artery.disease:No,cerebrovascular.disease:No,cancer:No;0.0004
hyperlipidemia:No,coronary.artery.disease:No,hepatitis:No,endstage:55.00.renal.disease;False
hyperlipidemia:No,coronary.artery.disease:No,hepatitis:No,chronic.kidney.disease:No;False
hyperlipidemia:No,coronary.artery.disease:No,hepatitis:No,asthma:No;False
hyperlipidemia:No,coronary.artery.disease:No,hepatitis:No,copd:No;False
hyperlipidemia:No,coronary.artery.disease:No,hepatitis:No,dementia:No;False
hyperlipidemia:No,coronary.artery.disease:No,hepatitis:No,cancer:No;False
hyperlipidemia:No,coronary.artery.disease:No,endstage:55.00.renal.disease,chronic.kidney.disease:No;False
hyperlipidemia:No,coronary.artery.disease:No,endstage:55.00.renal.disease,asthma:No;False
hyperlipidemia:No,coronary.artery.disease:No,endstage:55.00.renal.disease,copd:No;False
hyperlipidemia:No,coronary.artery.disease:No,endstage:55.00.renal.disease,dementia:No;False
hyperlipidemia:No,coronary.artery.disease:No,endstage:55.00.renal.disease,cancer:No;-0.0001
hyperlipidemia:No,coronary.artery.disease:No,chronic.kidney.disease:No,asthma:No;0.0001
hyperlipidemia:No,coronary.artery.disease:No,chronic.kidney.disease:No,copd:No;0.0002
hyperlipidemia:No,coronary.artery.disease:No,chronic.kidney.disease:No,dementia:No;0.0001
hyperlipidemia:No,coronary.artery.disease:No,chronic.kidney.disease:No,cancer:No;0.0001
hyperlipidemia:No,coronary.artery.disease:No,asthma:No,copd:No;0.001
hyperlipidemia:No,coronary.artery.disease:No,asthma:No,dementia:No;False
hyperlipidemia:No,coronary.artery.disease:No,asthma:No,cancer:No;False
